Status,Section Name,Title,Dates,Location,Instructional Methods,Meeting Information,Faculty,Availability ,Credits,Course Types,Academic Level
Open,ACCT-1320-01 ,PRIN OF ACCT II,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 9:00-9:50 AM 1/9/2023 - 5/6/2023 SC 242 (LEC) ","Milius, Jeanette L. ",16 / 26 / 0,3 Credits, ,Undergraduate
Open,ACCT-1320-02 ,PRIN OF ACCT II,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 10:00-10:50 AM 1/9/2023 - 5/6/2023 SC 242 (LEC) ","Milius, Jeanette L. ",19 / 26 / 0,3 Credits, ,Undergraduate
Open,ACCT-1320-03 ,PRIN OF ACCT II,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 11:00-11:50 AM 1/9/2023 - 5/6/2023 SC 242 (LEC) ","Milius, Jeanette L. ",20 / 26 / 0,3 Credits, ,Undergraduate
Open,ACCT-2120-01 ,INTRMED ACCT II,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 8:35-9:50 AM 1/9/2023 - 5/6/2023 SC 242 (LEC) ","Milius, Jeanette L. ",22 / 25 / 0,3 Credits, ,Undergraduate
Open,ACCT-2440-01 ,ACCT INFO SYSTEMS,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 9:00-9:50 AM 1/9/2023 - 5/6/2023 SC 235 (LEC) ","Swift, Christopher L. ",21 / 25 / 0,3 Credits, ,Undergraduate
Open,ACCT-3300-01 ,MANAGERIAL ACCOUNTING,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 10:20-11:35 AM 1/9/2023 - 5/6/2023 SC 235 (LEC) ","Swift, Christopher L. ",18 / 25 / 0,3 Credits, ,Undergraduate
Open,ACCT-3500-01 ,VLNTR INCOME TAX ASST,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 10:00-10:50 AM 1/9/2023 - 5/6/2023 SC 235 (LEC) ","Swift, Christopher L. ",24 / 25 / 0,1 Credits,Experiential Exploratory,Undergraduate
Open,ACCT-4410-01 ,CORP FEDERAL TAX ACCT,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 2:20-3:35 PM 1/9/2023 - 5/6/2023 SC 242 (LEC) ","Robertson, Bryan P. 
Swift, Christopher L. ",20 / 25 / 0,3 Credits, ,Undergraduate
Open,ACCT-4420-01 ,AUDITING,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 8:35-9:50 AM 1/9/2023 - 5/6/2023 SC 235 (LEC) ","Swift, Christopher L. ",17 / 25 / 0,3 Credits, ,Undergraduate
Open,ACCT-4950-01 ,INDEPENDENT STUDY,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Milius, Jeanette L. ",99 / 99 / 0,1 to 3 Credits, ,Undergraduate
Open,ACCT-4960-01 ,SPECIAL PROJECTS,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Milius, Jeanette L. ",99 / 99 / 0,1 to 3 Credits, ,Undergraduate
Open,ACCT-4970-01 ,ACCOUNTING INTERNSHIP,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Milius, Jeanette L. ",33 / 35 / 0,3 Credits,"Internship/Practicum
Experiential Intensive",Undergraduate
Open,ACCT-5010-L1 ,ACCTNG DECISION MAKNG,1/9/2023-3/3/2023,Lincoln,"LECTURE
Online",T 6:00-10:00 PM 1/9/2023 - 3/3/2023 SC 235 (LEC) 1/9/2023 - 3/3/2023 (WEB) ,"Swift, Christopher L. 
Romero, Ray D. ",10 / 20 / 0,3 Credits,"Blended Classroom
Adult UG or Grad only sec
1ST 8-WEEK Session",Graduate
Open,ACCT-5010-L2 ,ACCTNG DECISION MAKNG,1/9/2023-3/3/2023,Distance (online),Online,T 6:00-10:00 PM 1/9/2023 - 3/3/2023 (WEB) ,"Swift, Christopher L. 
Romero, Ray D. ",10 / 20 / 0,3 Credits,"Blended Online
Adult UG or Grad only sec
1ST 8-WEEK Session",Graduate
Open,ACCT-5410X-01 ,CORP FEDERAL TAX ACCT,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 2:20-3:35 PM 1/9/2023 - 5/6/2023 SC 242 (LEC) ","Robertson, Bryan P. 
Swift, Christopher L. ",20 / 25 / 0,3 Credits, ,Undergraduate
Open,ACCT-5420X-01 ,AUDITING,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 8:35-9:50 AM 1/9/2023 - 5/6/2023 SC 235 (LEC) ","Swift, Christopher L. ",17 / 25 / 0,3 Credits, ,Undergraduate
Open,ANTHR-1150-01 ,CULTURAL ANTHROPOLOGY,1/9/2023-5/6/2023,Lincoln,LECTURE,"W, F 12:00-1:40 PM 1/9/2023 - 5/6/2023 SC 110 (LEC) ","Dubas, Ellen B. ",23 / 25 / 0,4 Credits,"Diversity-Global
Reflected Self Thread
International Studies",Undergraduate
Open,ANTHR-1150-02 ,CULTURAL ANTHROPOLOGY,1/9/2023-5/6/2023,Lincoln,LECTURE,W 6:00-9:20 PM 1/9/2023 - 5/6/2023 SC 120 (LEC) ,"Vinton, Sheila K. ",24 / 25 / 0,4 Credits,"Diversity-Global
Reflected Self Thread
International Studies",Undergraduate
Open,ANTHR-2630-01 ,ANTHRO OF RELIGION,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 12:00-1:40 PM 1/9/2023 - 5/6/2023 SC 110 (LEC) ","Dubas, Ellen B. ",22 / 25 / 0,4 Credits,"Diversity-Global
Science & Religion Thread",Undergraduate
Open,ARH-1030FYW-01 ,SURVEY NONWEST ART HIST,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 2:00-3:40 PM 1/9/2023 - 5/6/2023 LUC 206 (LEC) ","Barnard, Bailey E. ",21 / 25 / 0,4 Credits,"FYW: 2 courses needed
Diversity-Global
Going Global Thread
International Studies",Undergraduate
Open,ARH-1040FYW-01 ,SURVEY WESTERN ART HIST,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 10:00-11:40 AM 1/9/2023 - 5/6/2023 LUC 206 (LEC) ","Barnard, Bailey E. ",23 / 25 / 0,4 Credits,"Diversity-Global
Going Global Thread
FYW: 2 courses needed",Undergraduate
Open,ARH-3000-01 ,HIST OF ART MUSEUMS,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 2:00-3:10 PM 1/9/2023 - 5/6/2023 LUC 206 (LEC) ","Barnard, Bailey E. ",8 / 25 / 0,4 Credits,"Diversity-Global
Writing Instructive
Power Thread",Undergraduate
Open,ART-1000-01 ,ART:PK-ELEM SCHOOL,1/9/2023-5/6/2023,Lincoln,LECTURE,W 5:30-8:15 PM 1/9/2023 - 5/6/2023 LUC 206 (LEC) ,"Baer, Stephanie A. ",23 / 25 / 0,3 Credits, ,Undergraduate
Open,ART-1100-01 ,INTRO TO PAINTING,1/9/2023-5/6/2023,Lincoln,Studio,"T, Th 9:00-11:50 AM 1/9/2023 - 5/6/2023 LUC 216 (S) ","Gracie, David R. ",13 / 18 / 0,4 Credits,"StudioArt Classes
Creative/Perf Arts",Undergraduate
Open,ART-1200-01 ,INTRO DIGITAL MEDIA,1/9/2023-5/6/2023,Lincoln,Studio,"T, Th 9:00-11:50 AM 1/9/2023 - 5/6/2023 LUC 104 (S) ","Ratzlaff, Terry ",10 / 16 / 0,4 Credits,"StudioArt Classes
Creative/Perf Arts",Undergraduate
Open,ART-1300-01 ,INTRO TO DRAWING,1/9/2023-5/6/2023,Lincoln,Studio,"M, W, F 10:00-11:50 AM 1/9/2023 - 5/6/2023 LUC 216 (S) ","Gracie, David R. ",10 / 17 / 0,4 Credits,Creative/Perf Arts,Undergraduate
Closed,ART-1600-01 ,INTRO TO CERAMICS,1/9/2023-5/6/2023,Lincoln,Studio,"M, W, F 12:00-1:50 PM 1/9/2023 - 5/6/2023 LUC 108 (S) ","Lockman, Lisa A. ",0 / 18 / 0,4 Credits,"StudioArt Classes
Creative/Perf Arts",Undergraduate
Open,ART-1700-01 ,INTRO TO SCULPTURE,1/9/2023-5/6/2023,Lincoln,Studio,"T, Th 6:00-8:50 PM 1/9/2023 - 5/6/2023 LUC 108 (S) ","Schepers, Joshua ",8 / 15 / 0,4 Credits,"StudioArt Classes
Creative/Perf Arts",Undergraduate
Open,ART-1800-01 ,INTRO TO METALSMITHING,1/9/2023-5/6/2023,Lincoln,Studio,"M, W, F 8:00-9:50 AM 1/9/2023 - 5/6/2023 LUC 108 (S) ","Lockman, Lisa A. ",17 / 18 / 0,4 Credits,"StudioArt Classes
Creative/Perf Arts",Undergraduate
Open,ART-2100-01 ,INTERMEDIATE PAINTING,1/9/2023-5/6/2023,Lincoln,Studio,"T, Th 9:00-11:50 AM 1/9/2023 - 5/6/2023 LUC 216 (S) ","Gracie, David R. ",13 / 18 / 0,4 Credits,"StudioArt Classes
Discourse Instructive",Undergraduate
Open,ART-2200-01 ,INTERM DIGITAL MEDIA,1/9/2023-5/6/2023,Lincoln,Studio,"T, Th 9:00-11:50 AM 1/9/2023 - 5/6/2023 LUC 104 (S) ","Ratzlaff, Terry ",10 / 16 / 0,4 Credits,"StudioArt Classes
Discourse Instructive
Experiential Intensive
Creative/Perf Arts",Undergraduate
Open,ART-2300-01 ,INTERMEDIATE DRAWING,1/9/2023-5/6/2023,Lincoln,Studio,"M, W, F 10:00-11:50 AM 1/9/2023 - 5/6/2023 LUC 216 (S) ","Gracie, David R. ",10 / 17 / 0,4 Credits,"StudioArt Classes
Discourse Instructive",Undergraduate
Open,ART-2550-01 ,DARKROOM PHOTOGRAPHY,1/9/2023-5/6/2023,Lincoln,Studio,"T, Th 1:00-3:50 PM 1/9/2023 - 5/6/2023 LUC 114 (S) ","Ratzlaff, Terry ",11 / 14 / 0,4 Credits,"StudioArt Classes
Creative/Perf Arts",Undergraduate
Closed,ART-2600-01 ,INTERMEDIATE CERAMICS,1/9/2023-5/6/2023,Lincoln,Studio,"M, W, F 12:00-1:50 PM 1/9/2023 - 5/6/2023 LUC 108 (S) ","Lockman, Lisa A. ",0 / 18 / 0,4 Credits,"StudioArt Classes
Discourse Instructive",Undergraduate
Open,ART-2700-01 ,INTERMD SCULPTURE,1/9/2023-5/6/2023,Lincoln,Studio,"T, Th 6:00-8:50 PM 1/9/2023 - 5/6/2023 LUC 108 (S) ","Schepers, Joshua ",8 / 15 / 0,4 Credits,"StudioArt Classes
Discourse Instructive",Undergraduate
Open,ART-2800-01 ,INTERMD METALSMITHING,1/9/2023-5/6/2023,Lincoln,Studio,"M, W, F 8:00-9:50 AM 1/9/2023 - 5/6/2023 LUC 108 (S) ","Lockman, Lisa A. ",17 / 18 / 0,4 Credits,"StudioArt Classes
Discourse Instructive",Undergraduate
Open,ART-2970-01 ,ART INTERNSHIP,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Lockman, Lisa A. ",99 / 99 / 0,1 to 3 Credits,Internship/Practicum,Undergraduate
Open,ART-3100-01 ,ADVANCED PAINTING,1/9/2023-5/6/2023,Lincoln,Studio,"T, Th 9:00-11:50 AM 1/9/2023 - 5/6/2023 LUC 216 (S) ","Gracie, David R. ",13 / 18 / 0,4 Credits,StudioArt Classes,Undergraduate
Open,ART-3200-01 ,ADV DIGITIAL MEDIA,1/9/2023-5/6/2023,Lincoln,Studio,"T, Th 9:00-11:50 AM 1/9/2023 - 5/6/2023 LUC 104 (S) ","Ratzlaff, Terry ",10 / 16 / 0,4 Credits,StudioArt Classes,Undergraduate
Open,ART-3300-01 ,ADVANCED DRAWING,1/9/2023-5/6/2023,Lincoln,Studio,"M, W, F 10:00-11:50 AM 1/9/2023 - 5/6/2023 LUC 216 (S) ","Gracie, David R. ",10 / 17 / 0,4 Credits,StudioArt Classes,Undergraduate
Closed,ART-3600-01 ,ADVANCED CERAMICS,1/9/2023-5/6/2023,Lincoln,Studio,"M, W, F 12:00-1:50 PM 1/9/2023 - 5/6/2023 LUC 108 (S) ","Lockman, Lisa A. ",0 / 18 / 0,4 Credits,StudioArt Classes,Undergraduate
Open,ART-3700-01 ,ADVANCED SCULPTURE,1/9/2023-5/6/2023,Lincoln,Studio,"T, Th 6:00-8:50 PM 1/9/2023 - 5/6/2023 LUC 108 (S) ","Schepers, Joshua ",8 / 15 / 0,4 Credits,StudioArt Classes,Undergraduate
Open,ART-3800-01 ,ADV METALSMITHING,1/9/2023-5/6/2023,Lincoln,Studio,"M, W, F 8:00-9:50 AM 1/9/2023 - 5/6/2023 LUC 108 (S) ","Lockman, Lisa A. ",17 / 18 / 0,4 Credits,StudioArt Classes,Undergraduate
Open,ART-3970-01 ,INTERNSHIP,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Lockman, Lisa A. ",99 / 99 / 0,1 to 8 Credits,Internship/Practicum,Undergraduate
Open,ART-3980-01 ,JUNIOR PROJECT,1/9/2023-5/6/2023,Lincoln,LECTURE,W 5:00-6:40 PM 1/9/2023 - 5/6/2023 LUC 208 (LEC) ,"Ratzlaff, Terry ",18 / 22 / 0,2 Credits,Writing Instructive,Undergraduate
Open,ART-4100-01 ,RSRCH/PRAC PAINTING,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 LUC 216 (ARR) ,"Gracie, David R. ",18 / 18 / 0,1 to 4 Credits,StudioArt Classes,Undergraduate
Open,ART-4200-01 ,RSRCH/PRAC DIGITAL MEDIA,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Ratzlaff, Terry ",15 / 16 / 0,1 to 4 Credits,StudioArt Classes,Undergraduate
Open,ART-4300-01 ,RSRCH/PRAC IN DRAWING,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Gracie, David R. ",17 / 17 / 0,1 to 4 Credits,StudioArt Classes,Undergraduate
Open,ART-4500-01 ,RSRCH/PRAC PHOTOGRAPHY,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Ratzlaff, Terry ",15 / 15 / 0,1 to 4 Credits,StudioArt Classes,Undergraduate
Open,ART-4600-01 ,RSRCH/PRAC IN CERAMICS,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Lockman, Lisa A. ",18 / 18 / 0,1 to 4 Credits,StudioArt Classes,Undergraduate
Open,ART-4700-01 ,RSRCH/PRAC SCULPTURE,1/9/2023-5/6/2023,Lincoln,Studio,"T, Th 6:00-8:50 PM 1/9/2023 - 5/6/2023 LUC 108 (S) ","Schepers, Joshua ",8 / 15 / 0,1 to 4 Credits,StudioArt Classes,Undergraduate
Open,ART-4800-01 ,RSR/PRAC METALSMITHING,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Lockman, Lisa A. ",18 / 18 / 0,1 to 4 Credits,StudioArt Classes,Undergraduate
Open,ART-4980-01 ,SENIOR CAPSTONE,1/9/2023-5/6/2023,Lincoln,LECTURE,M 5:00-6:40 PM 1/9/2023 - 5/6/2023 LUC 208 (LEC) ,"Ratzlaff, Terry ",14 / 16 / 0,2 Credits,"Speaking Instructive
Experiential Intensive",Undergraduate
Open,ATTR-2020-01 ,ATH TRNING CLINICAL EXP II,1/9/2023-5/6/2023,Lincoln,LECTURE,M 1:00-1:50 PM 1/9/2023 - 5/6/2023 WC 102 (LEC) ,"Kobs, Megan E. ",11 / 14 / 0,2 Credits, ,Undergraduate
Open,ATTR-2410-01 ,PHYS EXAM UPPR EXTREM,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 12:00-1:40 PM 1/9/2023 - 5/6/2023 WC 102 (LEC) ","Wilson, Samantha J. ",20 / 26 / 0,3 Credits, ,Undergraduate
Open,ATTR-2450-01 ,THERAPEUTIC MODALS,1/9/2023-5/6/2023,Lincoln,"LECTURE
LAB","M, F 12:00-12:50 PM 1/9/2023 - 5/6/2023 WC 102 (LEC) W 12:00-1:50 PM 1/9/2023 - 5/6/2023 WC 247 (LAB) ","Stutz, Mark ",15 / 16 / 0,3 Credits,Writing Instructive,Undergraduate
Open,ATTR-3020-01 ,ATHL TRNING CLINICAL EXP IV,1/9/2023-5/6/2023,Lincoln,LECTURE,M 12:00-12:50 PM 1/9/2023 - 5/6/2023 WC 247 (LEC) ,"Wilson, Samantha J. ",14 / 14 / 0,2 Credits, ,Undergraduate
Open,ATTR-4020-01 ,ATHL TRNING CLINICAL EXP VI,1/9/2023-5/6/2023,Lincoln,LECTURE,M 1:00-1:50 PM 1/9/2023 - 5/6/2023 WC 247 (LEC) ,"Ensrud, Jason K. ",14 / 14 / 0,2 Credits,Experiential Intensive,Undergraduate
Open,ATTR-4350-01 ,ORG & ADM-ATHL TRN,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 9:00-9:50 AM 1/9/2023 - 5/6/2023 WC 106A (LEC) ","Stutz, Mark ",12 / 25 / 0,3 Credits,Discourse Instructive,Undergraduate
Open,ATTR-4950-01 ,INDEPENDENT STUDY,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 WC 222 (ARR) ,"Wilson, Samantha J. ",99 / 99 / 0,1 to 12 Credits, ,Undergraduate
Open,ATTR-4960-01 ,SPECIAL PROJECTS,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 WC 222 (ARR) ,"Wilson, Samantha J. ",99 / 99 / 0,1 to 15 Credits, ,Undergraduate
Open,ATTR-4960-02 ,SPECIAL PROJECTS,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 WC 206 (ARR) ,"Stutz, Mark ",98 / 99 / 0,1 to 15 Credits, ,Undergraduate
Open,ATTR-4970-01 ,INTERNSHIP,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 WC 209 (ARR) ,"Wilson, Samantha J. ",99 / 99 / 0,1 to 8 Credits,Internship/Practicum,Undergraduate
Closed,ATTR-4990-01 ,SENIOR CAPSTONE,3/13/2023-5/6/2023,Lincoln,LECTURE,"T, Th 12:00-12:50 PM 3/13/2023 - 5/6/2023 WC ALLAMER (LEC) ","Chambers, Gina L. ",0 / 15 / 0,1 Credits,2ND 8-WEEK Session,Undergraduate
Closed,ATTR-4990-02 ,SENIOR CAPSTONE,3/13/2023-5/6/2023,Lincoln,LECTURE,"M, W 11:00-11:50 AM 3/13/2023 - 5/6/2023 WC 102 (LEC) ","Chambers, Gina L. ",0 / 15 / 0,1 Credits,2ND 8-WEEK Session,Undergraduate
Open,BIO-1080-01 ,MICROBIOLOGY,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 10:00-10:50 AM 1/9/2023 - 5/6/2023 OLIN LH-A (LEC) ","Isaacson, Jeffrey A. ",23 / 50 / 0,3 Credits,Science With Lab,Undergraduate
Open,BIO-1080L-01 ,MICROBIOLOGY LAB,1/9/2023-5/6/2023,Lincoln,LAB,T 9:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 112 (LAB) ,"Isaacson, Jeffrey A. ",7 / 20 / 0,1 Credits,Science With Lab,Undergraduate
Open,BIO-1080L-02 ,MICROBIOLOGY LAB,1/9/2023-5/6/2023,Lincoln,LAB,T 1:00-3:50 PM 1/9/2023 - 5/6/2023 ACK 112 (LAB) ,"Isaacson, Jeffrey A. ",8 / 20 / 0,1 Credits,Science With Lab,Undergraduate
Open,BIO-1100-01 ,INTRO HUMAN A&P II,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 8:00-8:50 AM 1/9/2023 - 5/6/2023 OLIN LH-B (LEC) ","Mellon, Michael ",34 / 40 / 0,3 Credits, ,Undergraduate
Open,BIO-1100-02 ,INTRO HUMAN A&P II,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 9:00-9:50 AM 1/9/2023 - 5/6/2023 OLIN LH-B (LEC) ","Mellon, Michael ",29 / 40 / 0,3 Credits, ,Undergraduate
Open,BIO-1100L-01 ,INTRO HUMAN A&P II LAB,1/9/2023-5/6/2023,Lincoln,LAB,Th 9:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 213 (LAB) ,"Zuim Dantas de Souza, Raissa 
Marolf, Cynthia J. ",16 / 24 / 0,1 Credits, ,Undergraduate
Open,BIO-1100L-02 ,INTRO HUMAN A&P II LAB,1/9/2023-5/6/2023,Lincoln,LAB,Th 9:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 217 (LAB) ,"Gerald, Gary W. 
Marolf, Cynthia J. ",24 / 24 / 0,1 Credits, ,Undergraduate
Open,BIO-1100L-03 ,INTRO HUMAN A&P II LAB,1/9/2023-5/6/2023,Lincoln,LAB,Th 1:00-3:50 PM 1/9/2023 - 5/6/2023 ACK 213 (LAB) ,"Gerald, Gary W. 
Marolf, Cynthia J. ",17 / 24 / 0,1 Credits, ,Undergraduate
Open,BIO-1100L-04 ,INTRO HUMAN A&P II LAB,1/9/2023-5/6/2023,Lincoln,LAB,Th 1:00-3:50 PM 1/9/2023 - 5/6/2023 ACK 217 (LAB) ,"Weskamp, Kaitlin T. 
Marolf, Cynthia J. ",23 / 24 / 0,1 Credits, ,Undergraduate
Open,BIO-1300-01 ,INTRO TO ENVIRON SCI,1/9/2023-5/6/2023,Lincoln,"LECTURE
LAB","M, W, F 2:00-2:50 PM 1/9/2023 - 5/6/2023 ACK 109 (LEC) Th 1:00-3:50 PM 1/9/2023 - 5/6/2023 ACK 115 (LAB) ","Benham, Dale M. ",6 / 24 / 0,4 Credits,"Science With Lab
Environment Thread
International Studies",Undergraduate
Open,BIO-1400FYW-01 ,INTRO TO BIO INQUIRY,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 9:00-10:50 AM 1/9/2023 - 5/6/2023 ACK 119 (LEC) ","Benham, Dale M. ",13 / 16 / 0,4 Credits,"FYW: 2 courses needed
Science With Lab",Undergraduate
Open,BIO-1400FYW-02 ,INTRO TO BIO INQUIRY,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 1:00-2:50 PM 1/9/2023 - 5/6/2023 ACK 115 (LEC) ","Gerald, Gary W. ",18 / 20 / 0,4 Credits,"FYW: 2 courses needed
Science With Lab",Undergraduate
Open,BIO-1400FYW-03 ,INTRO TO BIO INQUIRY,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 1:00-3:50 PM 1/9/2023 - 5/6/2023 ACK 108 (LEC) ","Bricker, Jerald S. ",16 / 16 / 0,4 Credits,"FYW: 2 courses needed
Science With Lab",Undergraduate
Open,BIO-2100-01 ,INTRO BIOINFORMATICS,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 2:00-2:50 PM 1/9/2023 - 5/6/2023 ACK 111 (LEC) ","Bricker, Jerald S. ",13 / 15 / 0,3 Credits, ,Undergraduate
Open,BIO-2200-01 ,GENETICS/CELL BIO,1/9/2023-5/6/2023,Lincoln,"LECTURE
LAB","M, W, F 11:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 207 (LEC) Th 9:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 107 (LAB) ","Prokupek-Pickett, Adrianne M. ",4 / 20 / 0,4 Credits, ,Undergraduate
Open,BIO-2200-02 ,GENETICS/CELL BIO,1/9/2023-5/6/2023,Lincoln,"LECTURE
LAB","M, W, F 11:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 207 (LEC) Th 1:00-3:50 PM 1/9/2023 - 5/6/2023 ACK 107 (LAB) ","Prokupek-Pickett, Adrianne M. ",11 / 20 / 0,4 Credits, ,Undergraduate
Open,BIO-2300-01 ,ECOLOGY AND EVOLUTION,1/9/2023-5/6/2023,Lincoln,"LECTURE
LAB","M, W, F 11:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 211 (LEC) T 9:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 115 (LAB) ","Arenz, Cody L. ",13 / 20 / 0,4 Credits,Environment Thread,Undergraduate
Open,BIO-2300-02 ,ECOLOGY AND EVOLUTION,1/9/2023-5/6/2023,Lincoln,"LECTURE
LAB","M, W, F 11:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 211 (LEC) T 1:00-3:50 PM 1/9/2023 - 5/6/2023 ACK 115 (LAB) ","Arenz, Cody L. ",8 / 20 / 0,4 Credits,Environment Thread,Undergraduate
Open,BIO-2940-01 ,BIO ASSISTANTSHIP,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Prokupek-Pickett, Adrianne M. ",23 / 24 / 0,1 Credits,Experiential Exploratory,Undergraduate
Open,BIO-2950-01 ,INDEPENDENT STUDY,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Prokupek-Pickett, Adrianne M. ",99 / 99 / 0,1 to 4 Credits,Experiential Exploratory,Undergraduate
Open,BIO-2970-01 ,INTERNSHIP,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Prokupek-Pickett, Adrianne M. ",98 / 99 / 0,1 Credits,"Internship/Practicum
Experiential Exploratory",Undergraduate
Open,BIO-2980-01 ,PRACTICUM,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Prokupek-Pickett, Adrianne M. ",98 / 99 / 0,1 Credits,Experiential Exploratory,Undergraduate
Closed,BIO-3000-01 ,BIOMEDICAL ETHICS,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W 2:00-2:50 PM 1/9/2023 - 5/6/2023 ACK 218 (LEC) ","McKinney, Angela L. ",0 / 20 / 0,2 Credits,"Discourse Instructive
Human Hlth&Disease Thread",Undergraduate
Closed,BIO-3160-01 ,MEDICAL BOTANY,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 11:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 007 (LEC) ","Bricker, Jerald S. ",0 / 24 / 0,3 Credits,"Writing Instructive
Human Hlth&Disease Thread",Undergraduate
Open,BIO-3170-01 ,MEDICAL BOTANY LAB,1/9/2023-5/6/2023,Lincoln,LAB,Th 9:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 119 (LAB) ,"Bricker, Jerald S. ",1 / 16 / 0,1 Credits,Human Hlth&Disease Thread,Undergraduate
Open,BIO-3210-01 ,ADV ANATOMY/PHYS II,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 9:00-9:50 AM 1/9/2023 - 5/6/2023 ACK 211 (LEC) ","Marolf, Cynthia J. ",15 / 35 / 0,3 Credits, ,Undergraduate
Open,BIO-3210-02 ,ADV ANATOMY/PHYS II,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 10:00-10:50 AM 1/9/2023 - 5/6/2023 ACK 211 (LEC) ","Marolf, Cynthia J. ",16 / 35 / 0,3 Credits, ,Undergraduate
Open,BIO-3210L-01 ,ADV ANATOMY/PHYS II LAB,1/9/2023-5/6/2023,Lincoln,LAB,T 9:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 217 (LAB) ,"Marolf, Cynthia J. ",8 / 24 / 0,1 Credits, ,Undergraduate
Open,BIO-3210L-02 ,ADV ANATOMY/PHYS II LAB,1/9/2023-5/6/2023,Lincoln,LAB,T 1:00-3:50 PM 1/9/2023 - 5/6/2023 ACK 217 (LAB) ,"Marolf, Cynthia J. ",14 / 24 / 0,1 Credits, ,Undergraduate
