"","Country","Stay_Info","Year","Quantity"
"3657","Colombia","Number of establishments",2012,7228
"3658","Colombia","Number of establishments",2013,7409
"3659","Colombia","Number of establishments",2014,8805
"3660","Colombia","Number of establishments",2015,9945
"3661","Colombia","Number of establishments",2016,11140
"3662","Colombia","Number of establishments",2017,13008
"3663","Colombia","Number of establishments",2018,15530
"3664","Colombia","Number of establishments",2019,21447
"3665","Colombia","Number of establishments",2020,22713
"3666","Colombia","Number of establishments",2021,23708
"3667","Colombia","Number of establishments",2022,38523
"3668","Colombia","Number of rooms",1996,51598
"3669","Colombia","Number of rooms",1997,52588
"3670","Colombia","Number of rooms",1998,53346
"3671","Colombia","Number of rooms",1999,53195
"3672","Colombia","Number of rooms",2000,47104
"3673","Colombia","Number of rooms",2001,52635
"3674","Colombia","Number of rooms",2002,55755
"3675","Colombia","Number of rooms",2003,60005
"3676","Colombia","Number of rooms",2004,66576
"3677","Colombia","Number of rooms",2005,71247
"3678","Colombia","Number of rooms",2009,136581
"3679","Colombia","Number of rooms",2011,139670
"3680","Colombia","Number of rooms",2012,159701
"3681","Colombia","Number of rooms",2013,175779
"3682","Colombia","Number of rooms",2014,198870
"3683","Colombia","Number of rooms",2015,222722
"3684","Colombia","Number of rooms",2016,234907
"3685","Colombia","Number of rooms",2017,252155
"3686","Colombia","Number of rooms",2018,269763
"3687","Colombia","Number of rooms",2019,309896
"3688","Colombia","Number of rooms",2020,269296
"3689","Colombia","Number of rooms",2021,312213
"3690","Colombia","Number of rooms",2022,361710
"3691","Colombia","Number of bed-places",1996,98036
"3692","Colombia","Number of bed-places",1997,99917
"3693","Colombia","Number of bed-places",1998,101357
"3694","Colombia","Number of bed-places",1999,103060
"3695","Colombia","Number of bed-places",2000,92876
"3696","Colombia","Number of bed-places",2001,103200
"3697","Colombia","Number of bed-places",2002,108965
"3698","Colombia","Number of bed-places",2003,117455
"3699","Colombia","Number of bed-places",2004,131086
"3700","Colombia","Number of bed-places",2005,141151
"3701","Colombia","Number of bed-places",2009,259478
"3702","Colombia","Number of bed-places",2010,209626
"3703","Colombia","Number of bed-places",2011,225064
"3704","Colombia","Number of bed-places",2012,277930
"3705","Colombia","Number of bed-places",2013,301138
"3706","Colombia","Number of bed-places",2014,326264
"3707","Colombia","Number of bed-places",2015,365520
"3708","Colombia","Number of bed-places",2016,386213
"3709","Colombia","Number of bed-places",2017,409072
"3710","Colombia","Number of bed-places",2018,438889
"3711","Colombia","Number of bed-places",2019,534157
"3712","Colombia","Number of bed-places",2020,552452
"3713","Colombia","Number of bed-places",2021,521619
"3714","Colombia","Number of bed-places",2022,606446
"3715","Colombia","Occupancy rate / rooms",1996,48.29
"3716","Colombia","Occupancy rate / rooms",1997,49
"3717","Colombia","Occupancy rate / rooms",1998,40
"3718","Colombia","Occupancy rate / rooms",1999,39.1
"3719","Colombia","Occupancy rate / rooms",2000,43.04
"3720","Colombia","Occupancy rate / rooms",2001,44.6
"3721","Colombia","Occupancy rate / rooms",2002,45.2
"3722","Colombia","Occupancy rate / rooms",2003,49.1
"3723","Colombia","Occupancy rate / rooms",2004,51.2
"3724","Colombia","Occupancy rate / rooms",2005,51
"3725","Colombia","Occupancy rate / rooms",2006,53.9
"3726","Colombia","Occupancy rate / rooms",2007,55.05
"3727","Colombia","Occupancy rate / rooms",2008,54.1
"3728","Colombia","Occupancy rate / rooms",2009,49.49
"3729","Colombia","Occupancy rate / rooms",2010,50.42
"3730","Colombia","Occupancy rate / rooms",2011,51.97
"3731","Colombia","Occupancy rate / rooms",2012,53.78
"3732","Colombia","Occupancy rate / rooms",2013,52.7
"3733","Colombia","Occupancy rate / rooms",2014,52.46
"3734","Colombia","Occupancy rate / rooms",2015,53.23
"3735","Colombia","Occupancy rate / rooms",2016,55.73
"3736","Colombia","Occupancy rate / rooms",2017,56
"3737","Colombia","Occupancy rate / rooms",2018,56.7
"3738","Colombia","Occupancy rate / rooms",2019,57.66
"3739","Colombia","Average length of stay",1996,2.65
"3740","Colombia","Average length of stay",1997,2.64
"3741","Comoros","Number of establishments",1997,15
"3742","Comoros","Number of establishments",1998,12
"3743","Comoros","Number of establishments",1999,13
"3744","Comoros","Number of establishments",2000,17
"3745","Comoros","Number of establishments",2001,15
"3746","Comoros","Number of establishments",2002,39
"3747","Comoros","Number of establishments",2003,37
"3748","Comoros","Number of establishments",2004,39
"3749","Comoros","Number of establishments",2005,33
"3750","Comoros","Number of establishments",2006,33
"3751","Comoros","Number of establishments",2007,38
"3752","Comoros","Number of establishments",2008,39
"3753","Comoros","Number of establishments",2009,40
"3754","Comoros","Number of establishments",2010,42
"3755","Comoros","Number of establishments",2011,51
"3756","Comoros","Number of establishments",2016,58
"3757","Comoros","Number of establishments",2017,63
"3758","Comoros","Number of establishments",2018,72
"3759","Comoros","Number of establishments",2019,72
"3760","Comoros","Number of establishments",2020,68
"3761","Comoros","Number of establishments",2021,71
"3762","Comoros","Number of rooms",1996,392
"3763","Comoros","Number of rooms",1997,392
"3764","Comoros","Number of rooms",1998,386
"3765","Comoros","Number of rooms",1999,389
"3766","Comoros","Number of rooms",2000,389
"3767","Comoros","Number of rooms",2001,410
"3768","Comoros","Number of rooms",2002,376
"3769","Comoros","Number of rooms",2003,375
"3770","Comoros","Number of rooms",2004,375
"3771","Comoros","Number of rooms",2005,328
"3772","Comoros","Number of rooms",2006,328
"3773","Comoros","Number of rooms",2007,235
"3774","Comoros","Number of rooms",2008,245
"3775","Comoros","Number of rooms",2009,260
"3776","Comoros","Number of rooms",2010,311
"3777","Comoros","Number of rooms",2011,311
"3778","Comoros","Number of rooms",2016,598
"3779","Comoros","Number of rooms",2017,739
"3780","Comoros","Number of rooms",2018,770
"3781","Comoros","Number of rooms",2019,768
"3782","Comoros","Number of rooms",2020,757
"3783","Comoros","Number of rooms",2021,820
"3784","Comoros","Number of bed-places",1996,784
"3785","Comoros","Number of bed-places",1997,742
"3786","Comoros","Number of bed-places",1998,772
"3787","Comoros","Number of bed-places",1999,778
"3788","Comoros","Number of bed-places",2000,778
"3789","Comoros","Number of bed-places",2001,820
"3790","Comoros","Number of bed-places",2002,752
"3791","Comoros","Number of bed-places",2003,862
"3792","Comoros","Number of bed-places",2004,862
"3793","Comoros","Number of bed-places",2005,656
"3794","Comoros","Number of bed-places",2006,656
"3795","Comoros","Number of bed-places",2007,470
"3796","Comoros","Number of bed-places",2008,760
"3797","Comoros","Number of bed-places",2009,820
"3798","Comoros","Number of bed-places",2010,1026
"3799","Comoros","Number of bed-places",2011,1026
"3800","Comoros","Number of bed-places",2012,1026
"3801","Comoros","Number of bed-places",2013,1026
"3802","Comoros","Number of bed-places",2014,1030
"3803","Comoros","Number of bed-places",2015,1096
"3804","Comoros","Number of bed-places",2016,1195
"3805","Comoros","Number of bed-places",2017,1270
"3806","Comoros","Number of bed-places",2018,1540
"3807","Comoros","Number of bed-places",2019,1536
"3808","Comoros","Number of bed-places",2020,1514
"3809","Comoros","Number of bed-places",2021,1640
"3810","Comoros","Occupancy rate / bed-places",1998,45
"3811","Comoros","Occupancy rate / bed-places",1999,30
"3812","Comoros","Occupancy rate / bed-places",2000,27
"3813","Comoros","Occupancy rate / bed-places",2001,17
"3814","Comoros","Occupancy rate / bed-places",2002,19
"3815","Comoros","Occupancy rate / bed-places",2003,14
"3816","Comoros","Occupancy rate / bed-places",2004,16
"3817","Comoros","Average length of stay",2000,7
"3818","Comoros","Average length of stay",2001,7
"3819","Comoros","Average length of stay",2002,7
"3820","Comoros","Average length of stay",2003,7
"3821","Comoros","Average length of stay",2004,7
"3822","Comoros","Average length of stay",2005,7
"3823","Comoros","Average length of stay",2006,7
"3824","Comoros","Average length of stay",2007,7
"3825","Comoros","Average length of stay",2008,8
"3826","Comoros","Average length of stay",2009,6
"3827","Comoros","Average length of stay",2010,6
"3828","Comoros","Average length of stay",2011,7
"3829","Comoros","Average length of stay",2012,7
"3830","Comoros","Average length of stay",2013,7
"3831","Comoros","Average length of stay",2014,7
"3832","Comoros","Average length of stay",2015,7
"3833","Comoros","Average length of stay",2016,7
"3834","Comoros","Average length of stay",2017,7
"3835","Comoros","Average length of stay",2018,7
"3836","Comoros","Average length of stay",2019,7
"3837","Comoros","Average length of stay",2020,7
"3838","Comoros","Average length of stay",2021,7
"3839","Congo","Number of establishments",1996,229
"3840","Congo","Number of establishments",1997,287
"3841","Congo","Number of establishments",1998,175
"3842","Congo","Number of establishments",1999,182
"3843","Congo","Number of establishments",2000,246
"3844","Congo","Number of establishments",2001,297
"3845","Congo","Number of establishments",2002,316
"3846","Congo","Number of establishments",2003,339
"3847","Congo","Number of establishments",2004,436
"3848","Congo","Number of establishments",2005,506
"3849","Congo","Number of establishments",2006,701
"3850","Congo","Number of establishments",2007,713
"3851","Congo","Number of establishments",2008,727
"3852","Congo","Number of establishments",2009,806
"3853","Congo","Number of establishments",2010,867
"3854","Congo","Number of establishments",2011,889
"3855","Congo","Number of establishments",2012,987
"3856","Congo","Number of establishments",2013,1270
"3857","Congo","Number of establishments",2014,1381
"3858","Congo","Number of establishments",2015,1629
"3859","Congo","Number of establishments",2016,1343
"3860","Congo","Number of establishments",2017,1152
"3861","Congo","Number of establishments",2018,976
"3862","Congo","Number of rooms",1996,3313
"3863","Congo","Number of rooms",1997,3774
"3864","Congo","Number of rooms",1998,1929
"3865","Congo","Number of rooms",1999,2032
"3866","Congo","Number of rooms",2000,2522
"3867","Congo","Number of rooms",2001,3041
"3868","Congo","Number of rooms",2002,3186
"3869","Congo","Number of rooms",2003,3477
"3870","Congo","Number of rooms",2004,4222
"3871","Congo","Number of rooms",2005,4628
"3872","Congo","Number of rooms",2006,6900
"3873","Congo","Number of rooms",2007,7131
"3874","Congo","Number of rooms",2008,7509
"3875","Congo","Number of rooms",2009,8313
"3876","Congo","Number of rooms",2010,9896
"3877","Congo","Number of rooms",2011,10084
"3878","Congo","Number of rooms",2012,12427
"3879","Congo","Number of rooms",2013,14583
"3880","Congo","Number of rooms",2014,15644
"3881","Congo","Number of rooms",2015,18588
"3882","Congo","Number of rooms",2016,15585
"3883","Congo","Number of rooms",2017,11778
"3884","Congo","Number of rooms",2018,10196
"3885","Congo","Number of bed-places",2008,15018
"3886","Congo","Number of bed-places",2009,16626
"3887","Congo","Number of bed-places",2010,19798
"3888","Congo","Number of bed-places",2011,20168
"3889","Congo","Number of bed-places",2012,24854
"3890","Congo","Number of bed-places",2013,29166
"3891","Congo","Number of bed-places",2014,31288
"3892","Congo","Number of bed-places",2015,37176
"3893","Congo","Number of bed-places",2016,31170
"3894","Congo","Number of bed-places",2017,23556
"3895","Congo","Number of bed-places",2018,20205
"3896","Congo","Occupancy rate / rooms",2006,36.2
"3897","Congo","Occupancy rate / rooms",2007,43
"3898","Congo","Occupancy rate / rooms",2008,48.8
"3899","Congo","Occupancy rate / rooms",2009,51.8
"3900","Congo","Occupancy rate / rooms",2010,51.4
"3901","Congo","Occupancy rate / rooms",2011,48
"3902","Congo","Occupancy rate / rooms",2012,30.6
"3903","Congo","Occupancy rate / rooms",2013,24
"3904","Congo","Occupancy rate / rooms",2014,23
"3905","Congo","Occupancy rate / rooms",2015,28.3
